Bits,InputPower,OutputPower,DelayBit,OutputPowerWithoutDelay,FiberLength,
109.203125,9.99E-07,1.18E-05,,1.62E-08,100,
109.21875,9.99E-07,1.21E-05,,2.01E-08,100,
109.234375,9.99E-07,1.22E-05,,1.60E-08,100,
109.25,9.99E-07,1.22E-05,,1.08E-08,100,
109.265625,9.99E-07,1.21E-05,,1.03E-08,100,
109.28125,9.99E-07,1.15E-05,,4.39E-09,100,
109.296875,9.99E-07,1.07E-05,,5.38E-09,100,
109.3125,9.99E-07,1.05E-05,,1.09E-08,100,
109.328125,9.99E-07,1.03E-05,,1.02E-08,100,
109.34375,9.99E-07,9.52E-06,,1.57E-08,100,
109.359375,9.99E-07,9.04E-06,,2.24E-08,100,
109.375,9.99E-07,9.84E-06,,1.33E-08,100,
109.390625,9.99E-07,1.14E-05,,5.78E-09,100,
109.40625,9.99E-07,1.22E-05,,5.82E-09,100,
109.421875,9.99E-07,1.19E-05,,3.30E-09,100,
109.4375,9.99E-07,1.15E-05,,7.89E-09,100,
109.453125,9.99E-07,1.16E-05,,2.62E-08,100,
109.46875,9.99E-07,1.22E-05,,4.06E-08,100,
109.484375,9.99E-07,1.28E-05,,2.72E-08,100,
109.5,9.99E-07,1.29E-05,,4.98E-09,100,
109.515625,9.99E-07,1.29E-05,,1.85E-09,100,
109.53125,9.99E-07,1.33E-05,,1.12E-08,100,
109.546875,9.99E-07,1.39E-05,,1.89E-08,100,
109.5625,9.99E-07,1.43E-05,,2.02E-08,100,
109.578125,9.99E-07,1.47E-05,,1.21E-08,100,
109.59375,9.99E-07,1.48E-05,,1.28E-08,100,
109.609375,9.99E-07,1.43E-05,,8.66E-09,100,
109.625,9.99E-07,1.40E-05,,8.67E-09,100,
109.640625,9.99E-07,1.41E-05,,4.21E-09,100,
109.65625,9.99E-07,1.47E-05,,6.24E-09,100,
109.671875,9.99E-07,1.48E-05,,1.62E-08,100,
109.6875,9.99E-07,1.39E-05,,2.84E-08,100,
109.703125,9.99E-07,1.31E-05,,2.71E-08,100,
109.71875,9.99E-07,1.30E-05,,6.56E-09,100,
109.734375,9.99E-07,1.35E-05,,1.82E-09,100,
109.75,9.99E-07,1.43E-05,,1.15E-08,100,
109.765625,9.99E-07,1.52E-05,,2.02E-08,100,
109.78125,9.99E-07,1.54E-05,,1.86E-08,100,
109.796875,9.99E-07,1.47E-05,,1.05E-08,100,
109.8125,9.99E-07,1.34E-05,,4.35E-09,100,
109.828125,9.99E-07,1.22E-05,,7.64E-09,100,
109.84375,9.99E-07,1.11E-05,,1.57E-08,100,
109.859375,9.99E-07,9.93E-06,,2.28E-08,100,
109.875,9.99E-07,8.62E-06,,1.62E-08,100,
109.890625,9.99E-07,7.81E-06,,2.43E-09,100,
109.90625,9.99E-07,7.39E-06,,5.28E-09,100,
109.921875,9.99E-07,6.99E-06,,2.60E-08,100,
109.9375,9.99E-07,6.61E-06,,2.84E-08,100,
109.953125,9.99E-07,6.60E-06,,2.09E-08,100,
109.96875,9.99E-07,6.58E-06,,9.41E-09,100,
109.984375,9.99E-07,6.20E-06,,2.63E-09,100,
110,9.99E-07,5.88E-06,,2.61E-09,100,
110.015625,9.99E-07,5.66E-06,,1.52E-08,100,
110.03125,9.99E-07,5.50E-06,,2.31E-08,100,
110.046875,9.99E-07,5.48E-06,,2.22E-08,100,
110.0625,9.99E-07,5.40E-06,,1.73E-08,100,
110.078125,9.99E-07,5.08E-06,,7.04E-09,100,
110.09375,9.99E-07,4.70E-06,,2.12E-09,100,
110.109375,9.99E-07,4.60E-06,,6.32E-09,100,
110.125,9.99E-07,4.61E-06,,2.09E-08,100,
110.140625,9.99E-07,4.68E-06,,2.12E-08,100,
110.15625,9.99E-07,4.92E-06,,1.98E-08,100,
110.171875,9.99E-07,4.96E-06,,1.27E-08,100,
110.1875,9.99E-07,4.78E-06,,5.46E-09,100,
110.203125,9.99E-07,4.89E-06,,3.87E-09,100,
110.21875,9.99E-07,5.87E-06,,7.86E-09,100,
110.234375,9.99E-07,7.71E-06,,1.67E-08,100,
110.25,9.99E-07,9.58E-06,,2.77E-08,100,
110.265625,9.99E-07,1.10E-05,,2.02E-08,100,
110.28125,9.99E-07,1.19E-05,,7.42E-09,100,
110.296875,9.99E-07,1.31E-05,,3.11E-09,100,
110.3125,9.99E-07,1.43E-05,,1.21E-08,100,
110.328125,9.99E-07,1.53E-05,,1.73E-08,100,
110.34375,9.99E-07,1.62E-05,,1.64E-08,100,
110.359375,9.99E-07,1.58E-05,,6.50E-09,100,
110.375,9.99E-07,1.50E-05,,8.21E-09,100,
110.390625,9.99E-07,1.46E-05,,1.21E-08,100,
110.40625,9.99E-07,1.50E-05,,1.43E-08,100,
110.421875,9.99E-07,1.57E-05,,1.03E-08,100,
110.4375,9.99E-07,1.59E-05,,6.53E-09,100,
110.453125,9.99E-07,1.56E-05,,5.87E-09,100,
110.46875,9.99E-07,1.50E-05,,9.15E-09,100,
110.484375,9.99E-07,1.38E-05,,1.52E-08,100,
110.5,9.99E-07,1.25E-05,,1.48E-08,100,
110.515625,9.99E-07,1.18E-05,,1.12E-08,100,
110.53125,9.99E-07,1.18E-05,,7.09E-09,100,
110.546875,9.99E-07,1.20E-05,,5.82E-09,100,
110.5625,9.99E-07,1.23E-05,,5.06E-09,100,
110.578125,9.99E-07,1.25E-05,,1.31E-08,100,
110.59375,9.99E-07,1.29E-05,,1.75E-08,100,
110.609375,9.99E-07,1.39E-05,,1.21E-08,100,
110.625,9.99E-07,1.50E-05,,1.08E-08,100,
110.640625,9.99E-07,1.52E-05,,6.07E-09,100,
110.65625,9.99E-07,1.50E-05,,4.32E-09,100,
110.671875,9.99E-07,1.46E-05,,8.23E-09,100,
110.6875,9.99E-07,1.42E-05,,1.05E-08,100,
110.703125,9.99E-07,1.46E-05,,1.45E-08,100,
110.71875,9.99E-07,1.50E-05,,1.93E-08,100,
110.734375,9.99E-07,1.44E-05,,1.19E-08,100,
110.75,9.99E-07,1.29E-05,,3.41E-09,100,
110.765625,9.99E-07,1.19E-05,,4.31E-09,100,
110.78125,9.99E-07,1.23E-05,,5.57E-09,100,
110.796875,9.99E-07,1.31E-05,,1.82E-08,100,
110.8125,9.99E-07,1.35E-05,,2.70E-08,100,
110.828125,9.99E-07,1.32E-05,,2.49E-08,100,
110.84375,9.99E-07,1.23E-05,,7.15E-09,100,
110.859375,9.99E-07,1.20E-05,,2.22E-09,100,
110.875,9.99E-07,1.19E-05,,1.82E-08,100,
110.890625,9.99E-07,1.14E-05,,2.14E-08,100,
110.90625,9.99E-07,1.01E-05,,1.73E-08,100,
110.921875,9.99E-07,8.83E-06,,9.79E-09,100,
110.9375,9.99E-07,8.31E-06,,8.23E-09,100,
110.953125,9.99E-07,8.05E-06,,6.86E-09,100,
110.96875,9.99E-07,7.77E-06,,6.76E-09,100,
110.984375,9.99E-07,7.32E-06,,7.82E-09,100,
111,9.99E-07,6.92E-06,,1.20E-08,100,
111.015625,9.99E-07,6.99E-06,,2.23E-08,100,
111.03125,9.99E-07,7.25E-06,,1.85E-08,100,
111.046875,9.99E-07,7.59E-06,,7.43E-09,100,
111.0625,9.99E-07,8.06E-06,,9.69E-10,100,
111.078125,9.99E-07,8.36E-06,,1.46E-08,100,
111.09375,9.99E-07,8.80E-06,,2.48E-08,100,
111.109375,9.99E-07,9.52E-06,,1.87E-08,100,
111.125,9.99E-07,9.91E-06,,7.21E-09,100,
111.140625,9.99E-07,1.03E-05,,5.45E-09,100,
111.15625,9.99E-07,1.08E-05,,9.09E-09,100,
111.171875,9.99E-07,1.03E-05,,1.38E-08,100,
111.1875,9.99E-07,9.32E-06,,1.31E-08,100,
111.203125,9.99E-07,8.41E-06,,6.78E-09,100,
111.21875,9.99E-07,7.36E-06,,6.35E-09,100,
111.234375,9.99E-07,6.23E-06,,1.33E-08,100,
111.25,9.99E-07,5.43E-06,,2.25E-08,100,
111.265625,9.99E-07,5.21E-06,,1.38E-08,100,
111.28125,9.99E-07,5.02E-06,,2.17E-09,100,
111.296875,9.99E-07,4.74E-06,,6.66E-09,100,
111.3125,9.99E-07,4.79E-06,,1.42E-08,100,
111.328125,9.99E-07,4.89E-06,,1.68E-08,100,
111.34375,9.99E-07,4.63E-06,,1.74E-08,100,
111.359375,9.99E-07,4.01E-06,,1.19E-08,100,
111.375,9.99E-07,3.20E-06,,3.65E-09,100,
111.390625,9.99E-07,2.41E-06,,4.48E-09,100,
111.40625,9.99E-07,1.92E-06,,1.25E-08,100,
111.421875,9.99E-07,1.83E-06,,2.34E-08,100,
111.4375,9.99E-07,2.02E-06,,1.96E-08,100,
111.453125,9.99E-07,2.31E-06,,9.87E-09,100,
111.46875,9.99E-07,2.68E-06,,4.36E-09,100,
111.484375,9.99E-07,3.04E-06,,5.38E-09,100,
111.5,9.99E-07,3.46E-06,,1.21E-08,100,
111.515625,9.99E-07,3.95E-06,,1.68E-08,100,
111.53125,9.99E-07,4.48E-06,,2.26E-08,100,
111.546875,9.99E-07,5.00E-06,,1.12E-08,100,
111.5625,9.99E-07,4.97E-06,,4.18E-09,100,
111.578125,9.99E-07,4.18E-06,,4.14E-09,100,
111.59375,9.99E-07,3.05E-06,,1.07E-08,100,
111.609375,9.99E-07,2.14E-06,,1.74E-08,100,
111.625,9.99E-07,1.54E-06,,2.33E-08,100,
111.640625,9.99E-07,1.09E-06,,1.02E-08,100,
111.65625,9.99E-07,9.02E-07,,2.47E-09,100,
111.671875,9.99E-07,8.00E-07,,7.42E-09,100,
111.6875,9.99E-07,7.28E-07,,2.00E-08,100,
111.703125,9.99E-07,9.51E-07,,1.76E-08,100,
111.71875,9.99E-07,1.30E-06,,6.52E-09,100,
111.734375,9.99E-07,1.50E-06,,5.83E-09,100,
111.75,9.99E-07,1.56E-06,,1.44E-08,100,
111.765625,9.99E-07,1.35E-06,,1.68E-08,100,
111.78125,9.99E-07,1.16E-06,,8.65E-09,100,
111.796875,9.99E-07,1.09E-06,,4.76E-09,100,
111.8125,9.99E-07,1.16E-06,,9.55E-09,100,
111.828125,9.99E-07,1.38E-06,,1.51E-08,100,
111.84375,9.99E-07,1.80E-06,,1.75E-08,100,
111.859375,9.99E-07,2.34E-06,,8.67E-09,100,
111.875,9.99E-07,2.65E-06,,6.51E-09,100,
111.890625,9.99E-07,2.71E-06,,5.62E-09,100,
111.90625,9.99E-07,2.61E-06,,1.12E-08,100,
111.921875,9.99E-07,2.57E-06,,1.30E-08,100,
111.9375,9.99E-07,2.77E-06,,1.74E-08,100,
111.953125,9.99E-07,2.91E-06,,9.26E-09,100,
111.96875,9.99E-07,2.79E-06,,6.50E-09,100,
111.984375,9.99E-07,2.71E-06,,5.16E-09,100,
112,9.99E-07,2.49E-06,,1.21E-08,100,
112.015625,9.99E-07,1.96E-06,,1.50E-08,100,
112.03125,9.99E-07,1.52E-06,,1.55E-08,100,
112.046875,9.99E-07,1.06E-06,,1.01E-08,100,
112.0625,9.99E-07,5.31E-07,,8.90E-09,100,
112.078125,9.99E-07,2.05E-07,,6.00E-09,100,
112.09375,9.99E-07,1.26E-07,,7.86E-09,100,
112.109375,9.99E-07,2.33E-07,,1.61E-08,100,
112.125,9.99E-07,3.34E-07,,1.52E-08,100,
112.140625,9.99E-07,2.38E-07,,1.33E-08,100,
112.15625,9.99E-07,1.63E-07,,1.26E-08,100,
112.171875,9.99E-07,1.25E-07,,3.22E-09,100,
112.1875,9.99E-07,6.64E-08,,6.27E-09,100,
112.203125,9.99E-07,5.11E-08,,2.35E-08,100,
112.21875,9.99E-07,7.15E-08,,3.05E-08,100,
112.234375,9.99E-07,4.80E-08,,1.01E-08,100,
112.25,9.99E-07,1.70E-08,,3.26E-09,100,
112.265625,9.99E-07,5.51E-08,,8.23E-09,100,
112.28125,9.99E-07,1.46E-07,,1.56E-08,100,
112.296875,9.99E-07,2.07E-07,,1.69E-08,100,
112.3125,9.99E-07,2.43E-07,,1.23E-08,100,
112.328125,9.99E-07,2.96E-07,,1.07E-08,100,
112.34375,9.99E-07,4.26E-07,,1.10E-08,100,
112.359375,9.99E-07,5.24E-07,,8.40E-09,100,
112.375,9.99E-07,4.43E-07,,6.69E-09,100,
112.390625,9.99E-07,3.78E-07,,1.71E-08,100,
112.40625,9.99E-07,4.16E-07,,2.44E-08,100,
112.421875,9.99E-07,5.63E-07,,1.16E-08,100,
112.4375,9.99E-07,7.31E-07,,4.40E-09,100,
112.453125,9.99E-07,7.82E-07,,7.56E-09,100,
112.46875,9.99E-07,8.07E-07,,2.31E-08,100,
112.484375,9.99E-07,8.11E-07,,1.73E-08,100,
112.5,9.99E-07,1.03E-06,,8.41E-09,100,
112.515625,9.99E-07,1.55E-06,,6.57E-09,100,
112.53125,9.99E-07,2.01E-06,,1.56E-08,100,
112.546875,9.99E-07,2.03E-06,,1.62E-08,100,
112.5625,9.99E-07,1.59E-06,,9.01E-09,100,
112.578125,9.99E-07,1.01E-06,,7.37E-09,100,
112.59375,9.99E-07,4.99E-07,,9.81E-09,100,
112.609375,9.99E-07,2.66E-07,,2.14E-08,100,
112.625,9.99E-07,2.13E-07,,2.03E-08,100,
112.640625,9.99E-07,1.58E-07,,6.82E-09,100,
112.65625,9.99E-07,1.15E-07,,3.92E-09,100,
112.671875,9.99E-07,1.44E-07,,1.76E-08,100,
112.6875,9.99E-07,1.93E-07,,2.14E-08,100,
112.703125,9.99E-07,1.54E-07,,1.55E-08,100,
112.71875,9.99E-07,8.60E-08,,9.70E-09,100,
112.734375,9.99E-07,2.13E-08,,3.47E-09,100,
112.75,9.99E-07,1.20E-08,,1.02E-08,100,
112.765625,9.99E-07,4.16E-08,,1.86E-08,100,
112.78125,9.99E-07,3.86E-08,,2.05E-08,100,
112.796875,9.99E-07,1.62E-08,,1.27E-08,100,
112.8125,9.99E-07,1.33E-08,,5.03E-09,100,
112.828125,9.99E-07,2.65E-08,,6.45E-09,100,
112.84375,9.99E-07,6.32E-08,,1.22E-08,100,
112.859375,9.99E-07,1.15E-07,,1.87E-08,100,
112.875,9.99E-07,2.03E-07,,1.60E-08,100,
112.890625,9.99E-07,3.09E-07,,1.06E-08,100,
112.90625,9.99E-07,3.93E-07,,5.43E-09,100,
112.921875,9.99E-07,4.05E-07,,6.99E-09,100,
112.9375,9.99E-07,2.47E-07,,1.60E-08,100,
112.953125,9.99E-07,3.45E-08,,1.73E-08,100,
112.96875,9.99E-07,3.88E-08,,1.81E-08,100,
112.984375,9.99E-07,1.78E-07,,7.20E-09,100,
113,9.99E-07,3.67E-07,,3.51E-09,100,
113.015625,9.99E-07,5.44E-07,,1.50E-08,100,
113.03125,9.99E-07,8.26E-07,,2.64E-08,100,
113.046875,9.99E-07,1.26E-06,,1.45E-08,100,
113.0625,9.99E-07,1.74E-06,,2.92E-09,100,
113.078125,9.99E-07,2.20E-06,,9.30E-09,100,
113.09375,9.99E-07,2.27E-06,,1.89E-08,100,
113.109375,9.99E-07,1.99E-06,,1.11E-08,100,
113.125,9.99E-07,1.74E-06,,6.42E-09,100,
113.140625,9.99E-07,1.52E-06,,1.05E-08,100,
113.15625,9.99E-07,1.42E-06,,1.20E-08,100,
113.171875,9.99E-07,1.50E-06,,1.24E-08,100,
113.1875,9.99E-07,1.74E-06,,8.67E-09,100,
113.203125,9.99E-07,2.20E-06,,6.07E-09,100,
113.21875,9.99E-07,2.88E-06,,1.12E-08,100,
113.234375,9.99E-07,3.48E-06,,1.42E-08,100,
113.25,9.99E-07,3.65E-06,,1.16E-08,100,
113.265625,9.99E-07,3.70E-06,,7.44E-09,100,
113.28125,9.99E-07,3.82E-06,,5.46E-09,100,
113.296875,9.99E-07,4.18E-06,,9.49E-09,100,
113.3125,9.99E-07,4.64E-06,,1.19E-08,100,
113.328125,9.99E-07,4.71E-06,,1.48E-08,100,
113.34375,9.99E-07,4.80E-06,,7.75E-09,100,
113.359375,9.99E-07,4.67E-06,,5.82E-09,100,
113.375,9.99E-07,4.06E-06,,5.39E-09,100,
113.390625,9.99E-07,3.44E-06,,1.39E-08,100,
113.40625,9.99E-07,3.14E-06,,1.41E-08,100,
113.421875,9.99E-07,2.92E-06,,8.04E-09,100,
113.4375,9.99E-07,2.73E-06,,6.64E-09,100,
113.453125,9.99E-07,2.48E-06,,6.72E-09,100,
113.46875,9.99E-07,2.03E-06,,9.09E-09,100,
113.484375,9.99E-07,1.65E-06,,1.04E-08,100,
113.5,9.99E-07,1.72E-06,,1.07E-08,100,
113.515625,9.99E-07,2.09E-06,,1.12E-08,100,
113.53125,9.99E-07,2.38E-06,,8.85E-09,100,
113.546875,9.99E-07,2.69E-06,,2.42E-09,100,
113.5625,9.99E-07,2.72E-06,,1.15E-08,100,
113.578125,9.99E-07,2.71E-06,,2.00E-08,100,
113.59375,9.99E-07,2.90E-06,,1.28E-08,100,
113.609375,9.99E-07,3.30E-06,,3.35E-09,100,
113.625,9.99E-07,3.75E-06,,6.06E-09,100,
113.640625,9.99E-07,4.17E-06,,1.15E-08,100,
113.65625,9.99E-07,4.81E-06,,1.35E-08,100,
113.671875,9.99E-07,5.30E-06,,8.38E-09,100,
113.6875,9.99E-07,5.54E-06,,7.74E-09,100,
113.703125,9.99E-07,5.98E-06,,8.02E-09,100,
113.71875,9.99E-07,6.56E-06,,7.27E-09,100,
113.734375,9.99E-07,6.50E-06,,5.74E-09,100,
113.75,9.99E-07,6.20E-06,,1.40E-08,100,
113.765625,9.99E-07,6.33E-06,,1.45E-08,100,
113.78125,9.99E-07,6.87E-06,,5.98E-09,100,
113.796875,9.99E-07,7.48E-06,,3.68E-09,100,
113.8125,9.99E-07,7.86E-06,,1.19E-08,100,
113.828125,9.99E-07,7.93E-06,,1.55E-08,100,
113.84375,9.99E-07,7.74E-06,,1.09E-08,100,
113.859375,9.99E-07,7.94E-06,,2.84E-09,100,
113.875,9.99E-07,8.72E-06,,1.28E-08,100,
113.890625,9.99E-07,9.42E-06,,1.67E-08,100,
113.90625,9.99E-07,9.30E-06,,6.69E-09,100,
113.921875,9.99E-07,8.71E-06,,5.66E-09,100,
113.9375,9.99E-07,8.15E-06,,1.03E-08,100,
113.953125,9.99E-07,7.44E-06,,1.64E-08,100,
113.96875,9.99E-07,7.07E-06,,1.21E-08,100,
113.984375,9.99E-07,7.38E-06,,5.46E-09,100,
114,9.99E-07,7.66E-06,,5.04E-09,100,
114.015625,9.99E-07,7.41E-06,,2.09E-08,100,
114.03125,9.99E-07,7.11E-06,,1.95E-08,100,
114.046875,9.99E-07,7.17E-06,,6.49E-09,100,
114.0625,9.99E-07,7.50E-06,,5.89E-09,100,
114.078125,9.99E-07,7.92E-06,,8.69E-09,100,
114.09375,9.99E-07,8.61E-06,,1.46E-08,100,
114.109375,9.99E-07,9.68E-06,,2.05E-08,100,
114.125,9.99E-07,1.07E-05,,8.80E-09,100,
114.140625,9.99E-07,1.07E-05,,3.93E-09,100,
114.15625,9.99E-07,1.03E-05,,9.97E-09,100,
114.171875,9.99E-07,9.60E-06,,1.69E-08,100,
114.1875,9.99E-07,8.85E-06,,1.48E-08,100,
114.203125,9.99E-07,8.53E-06,,1.02E-08,100,
114.21875,9.99E-07,8.61E-06,,4.93E-09,100,
114.234375,9.99E-07,9.02E-06,,8.70E-09,100,
114.25,9.99E-07,9.48E-06,,1.63E-08,100,
114.265625,9.99E-07,9.69E-06,,1.64E-08,100,
114.28125,9.99E-07,9.33E-06,,8.94E-09,100,
114.296875,9.99E-07,8.80E-06,,6.73E-09,100,
114.3125,9.99E-07,8.44E-06,,7.96E-09,100,
114.328125,9.99E-07,7.93E-06,,1.28E-08,100,
114.34375,9.99E-07,6.78E-06,,1.72E-08,100,
114.359375,9.99E-07,5.60E-06,,1.21E-08,100,
114.375,9.99E-07,4.92E-06,,5.68E-09,100,
114.390625,9.99E-07,4.43E-06,,9.45E-09,100,
114.40625,9.99E-07,3.73E-06,,1.56E-08,100,
114.421875,9.99E-07,3.13E-06,,1.35E-08,100,
114.4375,9.99E-07,3.11E-06,,6.62E-09,100,
114.453125,9.99E-07,3.38E-06,,1.06E-08,100,
114.46875,9.99E-07,3.82E-06,,1.70E-08,100,
114.484375,9.99E-07,4.12E-06,,9.49E-09,100,
114.5,9.99E-07,4.00E-06,,6.01E-09,100,
114.515625,9.99E-07,3.94E-06,,1.39E-08,100,
114.53125,9.99E-07,3.95E-06,,1.54E-08,100,
114.546875,9.99E-07,3.80E-06,,1.19E-08,100,
114.5625,9.99E-07,3.38E-06,,6.94E-09,100,
114.578125,9.99E-07,2.82E-06,,7.91E-09,100,
114.59375,9.99E-07,2.45E-06,,1.77E-08,100,
114.609375,9.99E-07,2.37E-06,,1.45E-08,100,
114.625,9.99E-07,2.33E-06,,8.94E-09,100,
114.640625,9.99E-07,2.14E-06,,8.38E-09,100,
114.65625,9.99E-07,1.88E-06,,9.56E-09,100,
114.671875,9.99E-07,1.61E-06,,1.33E-08,100,
114.6875,9.99E-07,1.48E-06,,1.63E-08,100,
114.703125,9.99E-07,1.50E-06,,1.14E-08,100,
114.71875,9.99E-07,1.68E-06,,6.24E-09,100,
114.734375,9.99E-07,2.07E-06,,8.43E-09,100,
114.75,9.99E-07,2.61E-06,,1.49E-08,100,
114.765625,9.99E-07,3.03E-06,,1.64E-08,100,
114.78125,9.99E-07,3.52E-06,,1.12E-08,100,
114.796875,9.99E-07,4.52E-06,,7.03E-09,100,
114.8125,9.99E-07,5.50E-06,,7.98E-09,100,
114.828125,9.99E-07,5.91E-06,,1.07E-08,100,
114.84375,9.99E-07,6.24E-06,,1.92E-08,100,
114.859375,9.99E-07,6.44E-06,,1.23E-08,100,
114.875,9.99E-07,6.00E-06,,7.01E-09,100,
114.890625,9.99E-07,5.19E-06,,7.68E-09,100,
114.90625,9.99E-07,4.60E-06,,9.85E-09,100,
114.921875,9.99E-07,4.50E-06,,1.85E-08,100,
114.9375,9.99E-07,4.67E-06,,1.41E-08,100,
114.953125,9.99E-07,4.42E-06,,4.86E-09,100,
114.96875,9.99E-07,3.94E-06,,6.95E-09,100,
114.984375,9.99E-07,3.50E-06,,1.93E-08,100,
115,9.99E-07,3.13E-06,,1.71E-08,100,
115.015625,9.99E-07,2.77E-06,,6.42E-09,100,
115.03125,9.99E-07,2.45E-06,,7.75E-09,100,
115.046875,9.99E-07,2.20E-06,,1.24E-08,100,
115.0625,9.99E-07,1.82E-06,,1.03E-08,100,
115.078125,9.99E-07,1.63E-06,,1.16E-08,100,
115.09375,9.99E-07,1.68E-06,,1.32E-08,100,
115.109375,9.99E-07,1.88E-06,,1.04E-08,100,
115.125,9.99E-07,1.82E-06,,5.24E-09,100,
115.140625,9.99E-07,1.51E-06,,1.18E-08,100,
115.15625,9.99E-07,1.36E-06,,1.61E-08,100,
115.171875,9.99E-07,1.27E-06,,1.28E-08,100,
115.1875,9.99E-07,1.13E-06,,4.82E-09,100,
115.203125,9.99E-07,1.07E-06,,1.03E-08,100,
115.21875,9.99E-07,1.24E-06,,1.72E-08,100,
115.234375,9.99E-07,1.69E-06,,1.08E-08,100,
115.25,9.99E-07,2.33E-06,,6.48E-09,100,
115.265625,9.99E-07,2.84E-06,,1.17E-08,100,
115.28125,9.99E-07,2.64E-06,,1.38E-08,100,
115.296875,9.99E-07,1.86E-06,,9.42E-09,100,
115.3125,9.99E-07,1.30E-06,,7.55E-09,100,
115.328125,9.99E-07,1.05E-06,,1.30E-08,100,
115.34375,9.99E-07,1.06E-06,,1.65E-08,100,
115.359375,9.99E-07,1.12E-06,,8.06E-09,100,
115.375,9.99E-07,1.02E-06,,4.72E-09,100,
115.390625,9.99E-07,9.21E-07,,1.36E-08,100,
115.40625,9.99E-07,9.14E-07,,1.94E-08,100,
115.421875,9.99E-07,1.01E-06,,9.48E-09,100,
115.4375,9.99E-07,1.20E-06,,5.16E-09,100,
115.453125,9.99E-07,1.59E-06,,7.17E-09,100,
115.46875,9.99E-07,2.23E-06,,1.62E-08,100,
115.484375,9.99E-07,2.81E-06,,1.90E-08,100,
115.5,9.99E-07,2.96E-06,,5.65E-09,100,
115.515625,9.99E-07,2.61E-06,,6.90E-09,100,
115.53125,9.99E-07,2.24E-06,,9.77E-09,100,
115.546875,9.99E-07,2.07E-06,,1.50E-08,100,
115.5625,9.99E-07,2.13E-06,,1.39E-08,100,
115.578125,9.99E-07,2.43E-06,,6.13E-09,100,
115.59375,9.99E-07,2.92E-06,,5.55E-09,100,
115.609375,9.99E-07,3.46E-06,,1.34E-08,100,
115.625,9.99E-07,3.85E-06,,1.73E-08,100,
115.640625,9.99E-07,4.02E-06,,9.12E-09,100,
115.65625,9.99E-07,3.71E-06,,6.16E-09,100,
115.671875,9.99E-07,2.92E-06,,6.93E-09,100,
115.6875,9.99E-07,2.19E-06,,1.30E-08,100,
115.703125,9.99E-07,2.12E-06,,1.57E-08,100,
115.71875,9.99E-07,2.64E-06,,8.13E-09,100,
115.734375,9.99E-07,3.08E-06,,5.78E-09,100,
115.75,9.99E-07,3.54E-06,,1.02E-08,100,
115.765625,9.99E-07,4.23E-06,,1.87E-08,100,
115.78125,9.99E-07,5.06E-06,,9.48E-09,100,
115.796875,9.99E-07,5.75E-06,,5.08E-09,100,
115.8125,9.99E-07,6.05E-06,,1.23E-08,100,
115.828125,9.99E-07,5.98E-06,,1.48E-08,100,
115.84375,9.99E-07,5.61E-06,,7.38E-09,100,
115.859375,9.99E-07,5.32E-06,,8.79E-09,100,
115.875,9.99E-07,5.14E-06,,1.24E-08,100,
115.890625,9.99E-07,5.20E-06,,9.60E-09,100,
115.90625,9.99E-07,5.44E-06,,8.38E-09,100,
115.921875,9.99E-07,5.69E-06,,7.27E-09,100,
115.9375,9.99E-07,6.36E-06,,1.24E-08,100,
115.953125,9.99E-07,7.03E-06,,1.44E-08,100,
115.96875,9.99E-07,7.41E-06,,7.21E-09,100,
115.984375,9.99E-07,7.45E-06,,8.70E-09,100,
116,9.99E-07,7.18E-06,,9.30E-09,100,
116.015625,9.99E-07,7.11E-06,,1.31E-08,100,
116.03125,9.99E-07,7.22E-06,,1.09E-08,100,
116.046875,9.99E-07,7.19E-06,,7.67E-09,100,
116.0625,9.99E-07,7.43E-06,,7.71E-09,100,
116.078125,9.99E-07,8.05E-06,,1.37E-08,100,
116.09375,9.99E-07,8.91E-06,,1.13E-08,100,
116.109375,9.99E-07,9.81E-06,,1.04E-08,100,
116.125,9.99E-07,1.04E-05,,6.11E-09,100,
116.140625,9.99E-07,1.11E-05,,9.82E-09,100,
116.15625,9.99E-07,1.21E-05,,1.32E-08,100,
116.171875,9.99E-07,1.34E-05,,1.11E-08,100,
116.1875,9.99E-07,1.44E-05,,1.15E-08,100,
116.203125,9.99E-07,1.52E-05,,6.57E-09,100,
116.21875,9.99E-07,1.57E-05,,1.11E-08,100,
116.234375,9.99E-07,1.55E-05,,1.16E-08,100,
116.25,9.99E-07,1.50E-05,,1.33E-08,100,
116.265625,9.99E-07,1.42E-05,,9.67E-09,100,
116.28125,9.99E-07,1.34E-05,,5.77E-09,100,
116.296875,9.99E-07,1.31E-05,,1.21E-08,100,
116.3125,9.99E-07,1.35E-05,,2.07E-08,100,
116.328125,9.99E-07,1.36E-05,,9.72E-09,100,
116.34375,9.99E-07,1.31E-05,,4.50E-09,100,
116.359375,9.99E-07,1.29E-05,,1.26E-08,100,
116.375,9.99E-07,1.32E-05,,1.35E-08,100,
116.390625,9.99E-07,1.40E-05,,1.07E-08,100,
116.40625,9.99E-07,1.47E-05,,8.23E-09,100,
116.421875,9.99E-07,1.50E-05,,8.68E-09,100,
116.4375,9.99E-07,1.52E-05,,1.05E-08,100,
116.453125,9.99E-07,1.51E-05,,1.11E-08,100,
116.46875,9.99E-07,1.50E-05,,1.07E-08,100,
116.484375,9.99E-07,1.48E-05,,7.98E-09,100,
